task_id,time,start_slice,duration_slices,source,target,node_id,compute_units,gpu_units,memory_gb,storage_gb,traffic_mbps,priority,task_type
RADAR-15-na-west-background-sync,T15,15,4,P37-S20,P09-S18,,12.92,0,3.15,21,155.17,3,background
RADAR-15-na-west-automated,T15,15,2,P40-S22,P14-S01,,10.33,0,2.1,8.4,258.56,4,routing
RADAR-COMPUTE-15-na-west,T15,15,3,,,P46-S04,31,1,8.4,33.6,0,2,compute
RADAR-15-europe-human-web,T15,15,2,P46-S21,P40-S01,,20.32,0,3.54,11.8,370.11,2,mixed
RADAR-15-europe-api,T15,15,2,P49-S01,P45-S05,,26.13,0,4.72,14.16,148.55,1,telemetry
RADAR-15-europe-dns-control,T15,15,1,P58-S07,P60-S19,,8.71,0,1.18,4.72,58.13,1,telemetry
RADAR-15-east-asia-human-web,T15,15,2,P66-S05,P50-S07,,19.63,0,3.42,11.4,357.56,2,mixed
RADAR-15-south-america-human-web,T15,15,2,P09-S10,P48-S06,,13.09,0,2.4,8,238.37,2,mixed
RADAR-15-south-america-api,T15,15,2,P12-S12,P53-S10,,16.83,0,3.2,9.6,95.68,1,telemetry
RADAR-15-south-america-background-sync,T15,15,4,P15-S14,P58-S15,,9.35,0,2.4,16,112.32,3,background
RADAR-15-oceania-human-web,T15,15,2,P21-S15,P15-S19,,10.68,0,2.4,8,194.46,2,mixed
RADAR-15-oceania-automated,T15,15,2,P30-S21,P30-S11,,6.1,0,1.6,6.4,152.67,4,routing
RADAR-COMPUTE-15-oceania,T15,15,3,,,P36-S03,18.3,0,6.4,25.6,0,2,compute
RADAR-16-na-east-human-web,T16,16,2,P23-S11,P51-S03,,21.34,0,3.6,12,393.8,2,mixed
RADAR-16-na-east-background-sync,T16,16,4,P29-S15,P61-S12,,15.24,0,3.6,24,178.99,3,background
RADAR-16-na-east-automated,T16,16,2,P32-S17,P66-S17,,12.19,0,2.4,9.6,305.1,4,routing
RADAR-COMPUTE-16-na-east,T16,16,3,,,P38-S21,36.58,1,9.6,38.4,0,2,compute
RADAR-16-na-west-human-web,T16,16,2,P32-S17,P72-S10,,18.67,0,3.15,10.5,344.58,2,mixed
RADAR-16-na-west-api,T16,16,2,P35-S19,P05-S14,,24,0,4.2,12.6,133.42,1,telemetry
RADAR-16-na-west-dns-control,T16,16,1,P44-S03,P20-S06,,8,0,1.05,4.2,52.21,1,telemetry
RADAR-16-europe-human-web,T16,16,2,P47-S22,P41-S01,,20.98,0,3.54,11.8,387.24,2,mixed
RADAR-16-east-asia-human-web,T16,16,2,P67-S06,P51-S08,,20.27,0,3.42,11.4,374.11,2,mixed
RADAR-16-east-asia-api,T16,16,2,P70-S08,P56-S12,,26.06,0,4.56,13.68,144.85,1,telemetry
RADAR-16-east-asia-background-sync,T16,16,4,P01-S10,P61-S17,,14.48,0,3.42,22.8,170.04,3,background
RADAR-16-south-america-human-web,T16,16,2,P10-S11,P49-S06,,13.51,0,2.4,8,249.41,2,mixed
RADAR-16-south-america-automated,T16,16,2,P19-S17,P64-S20,,7.72,0,1.6,6.4,193.23,4,routing
RADAR-COMPUTE-16-south-america,T16,16,3,,,P25-S21,23.16,0,6.4,25.6,0,2,compute
RADAR-16-oceania-human-web,T16,16,2,P22-S16,P16-S20,,11.02,0,2.4,8,203.46,2,mixed
RADAR-16-oceania-api,T16,16,2,P25-S18,P21-S02,,14.17,0,3.2,9.6,78.78,1,telemetry
RADAR-16-oceania-dns-control,T16,16,1,P34-S02,P36-S16,,4.72,0,0.8,3.2,30.83,1,telemetry
RADAR-17-na-east-human-web,T17,17,2,P24-S11,P52-S04,,22.51,0,3.6,12,420.97,2,mixed
RADAR-17-na-east-api,T17,17,2,P27-S13,P57-S08,,28.94,0,4.8,14.4,157.18,1,telemetry
RADAR-17-na-east-dns-control,T17,17,1,P36-S19,P72-S22,,9.65,0,1.2,4.8,61.51,1,telemetry
RADAR-17-na-west-human-web,T17,17,2,P33-S17,P01-S10,,19.7,0,3.15,10.5,368.35,2,mixed
RADAR-17-europe-human-web,T17,17,2,P48-S22,P42-S02,,22.14,0,3.54,11.8,413.96,2,mixed
RADAR-17-europe-api,T17,17,2,P51-S02,P47-S06,,28.46,0,4.72,14.16,154.56,1,telemetry
RADAR-17-europe-background-sync,T17,17,4,P54-S04,P52-S11,,15.81,0,3.54,23.6,181.44,3,background
RADAR-17-east-asia-human-web,T17,17,2,P68-S06,P52-S08,,21.39,0,3.42,11.4,399.93,2,mixed
RADAR-17-east-asia-automated,T17,17,2,P05-S12,P67-S22,,12.22,0,2.28,9.12,305.83,4,routing
RADAR-COMPUTE-17-east-asia,T17,17,3,,,P11-S16,36.66,1,9.12,36.48,0,2,compute
RADAR-17-south-america-human-web,T17,17,2,P11-S11,P50-S07,,14.26,0,2.4,8,266.62,2,mixed
RADAR-17-south-america-api,T17,17,2,P14-S13,P55-S11,,18.33,0,3.2,9.6,99.55,1,telemetry
RADAR-17-south-america-dns-control,T17,17,1,P23-S19,P70-S03,,6.11,0,0.8,3.2,38.95,1,telemetry
RADAR-17-oceania-human-web,T17,17,2,P23-S16,P17-S20,,11.63,0,2.4,8,217.5,2,mixed
RADAR-17-oceania-background-sync,T17,17,4,P29-S20,P27-S07,,8.31,0,2.4,16,95.33,3,background
RADAR-18-na-east-human-web,T18,18,2,P25-S12,P53-S04,,34.59,0,3.6,12,651.06,2,mixed
RADAR-18-na-west-human-web,T18,18,2,P34-S18,P02-S11,,20.87,0,3.15,10.5,392.88,2,mixed
RADAR-18-na-west-api,T18,18,2,P37-S20,P07-S15,,26.84,0,4.2,12.6,144.03,1,telemetry
RADAR-18-na-west-background-sync,T18,18,4,P40-S22,P12-S20,,14.91,0,3.15,21,169.08,3,background
RADAR-18-europe-human-web,T18,18,2,P49-S01,P43-S02,,34.01,0,3.54,11.8,640.2,2,mixed
RADAR-18-europe-automated,T18,18,2,P58-S07,P58-S16,,13.4,0,2.36,9.44,335.46,4,routing
RADAR-COMPUTE-18-europe,T18,18,3,,,P64-S11,40.21,1,9.44,37.76,0,2,compute
RADAR-18-east-asia-human-web,T18,18,2,P69-S07,P53-S09,,22.66,0,3.42,11.4,426.55,2,mixed
RADAR-18-east-asia-api,T18,18,2,P72-S09,P58-S13,,29.14,0,4.56,13.68,156.38,1,telemetry
RADAR-18-east-asia-dns-control,T18,18,1,P09-S15,P01-S05,,9.71,0,1.14,4.56,61.19,1,telemetry
RADAR-18-south-america-human-web,T18,18,2,P12-S12,P51-S07,,15.11,0,2.4,8,284.37,2,mixed
RADAR-18-south-america-background-sync,T18,18,4,P18-S16,P61-S16,,10.79,0,2.4,16,122.38,3,background
RADAR-18-oceania-human-web,T18,18,2,P24-S17,P18-S21,,12.33,0,2.4,8,231.99,2,mixed
RADAR-18-oceania-api,T18,18,2,P27-S19,P23-S03,,15.85,0,3.2,9.6,85.05,1,telemetry
RADAR-19-na-east-human-web,T19,19,2,P26-S12,P54-S05,,36.05,0,3.6,12,682.94,2,mixed
RADAR-19-na-east-api,T19,19,2,P29-S14,P59-S09,,46.35,0,4.8,14.4,245.8,1,telemetry
RADAR-19-na-east-background-sync,T19,19,4,P32-S16,P64-S14,,17.76,0,3.6,24,199,3,background
RADAR-19-na-west-human-web,T19,19,2,P35-S18,P03-S11,,21.76,0,3.15,10.5,412.12,2,mixed
RADAR-19-na-west-automated,T19,19,2,P44-S02,P18-S03,,12.43,0,2.1,8.4,311.11,4,routing
RADAR-COMPUTE-19-na-west,T19,19,3,,,P50-S06,37.3,1,8.4,33.6,0,2,compute
RADAR-19-europe-human-web,T19,19,2,P50-S01,P44-S03,,35.45,0,3.54,11.8,671.56,2,mixed
RADAR-19-europe-api,T19,19,2,P53-S03,P49-S07,,45.58,0,4.72,14.16,241.71,1,telemetry
RADAR-19-europe-dns-control,T19,19,1,P62-S09,P64-S21,,10.48,0,1.18,4.72,65.23,1,telemetry
RADAR-19-east-asia-human-web,T19,19,2,P70-S07,P54-S09,,23.62,0,3.42,11.4,447.45,2,mixed
RADAR-19-east-asia-background-sync,T19,19,4,P04-S11,P64-S18,,16.87,0,3.42,22.8,189.05,3,background
RADAR-19-south-america-human-web,T19,19,2,P13-S12,P52-S08,,15.75,0,2.4,8,298.3,2,mixed
RADAR-19-south-america-api,T19,19,2,P16-S14,P57-S12,,20.25,0,3.2,9.6,107.36,1,telemetry
RADAR-19-oceania-human-web,T19,19,2,P25-S17,P19-S21,,12.85,0,2.4,8,243.35,2,mixed
RADAR-19-oceania-automated,T19,19,2,P34-S01,P34-S13,,7.34,0,1.6,6.4,183.7,4,routing
RADAR-COMPUTE-19-oceania,T19,19,3,,,P40-S05,22.02,0,6.4,25.6,0,2,compute
RADAR-20-na-east-human-web,T20,20,2,P27-S13,P55-S05,,34.1,0,3.6,12,641.89,2,mixed
RADAR-20-na-east-automated,T20,20,2,P36-S19,P70-S19,,13.44,0,2.4,9.6,336.34,4,routing
RADAR-COMPUTE-20-na-east,T20,20,3,,,P42-S01,40.32,1,9.6,38.4,0,2,compute
RADAR-20-na-west-human-web,T20,20,2,P36-S19,P04-S12,,20.58,0,3.15,10.5,387.34,2,mixed
RADAR-20-na-west-api,T20,20,2,P39-S21,P09-S16,,26.46,0,4.2,12.6,142,1,telemetry
RADAR-20-na-west-dns-control,T20,20,1,P48-S05,P24-S08,,8.82,0,1.05,4.2,55.57,1,telemetry
RADAR-20-europe-human-web,T20,20,2,P51-S02,P45-S03,,33.54,0,3.54,11.8,631.19,2,mixed
RADAR-20-europe-background-sync,T20,20,4,P57-S06,P55-S12,,16.52,0,3.54,23.6,187.34,3,background
RADAR-20-east-asia-human-web,T20,20,2,P71-S08,P55-S10,,22.34,0,3.42,11.4,420.55,2,mixed
RADAR-20-east-asia-api,T20,20,2,P02-S10,P60-S14,,28.73,0,4.56,13.68,154.17,1,telemetry
RADAR-20-south-america-human-web,T20,20,2,P14-S13,P53-S08,,14.9,0,2.4,8,280.36,2,mixed
RADAR-20-south-america-automated,T20,20,2,P23-S19,P68-S22,,8.51,0,1.6,6.4,213.01,4,routing
RADAR-COMPUTE-20-south-america,T20,20,3,,,P29-S01,25.54,0,6.4,25.6,0,2,compute
RADAR-20-oceania-human-web,T20,20,2,P26-S18,P20-S22,,12.15,0,2.4,8,228.72,2,mixed
RADAR-20-oceania-api,T20,20,2,P29-S20,P25-S04,,15.62,0,3.2,9.6,83.85,1,telemetry
RADAR-20-oceania-background-sync,T20,20,4,P32-S22,P30-S09,,8.68,0,2.4,16,98.43,3,background
RADAR-20-oceania-dns-control,T20,20,1,P38-S04,P40-S18,,5.21,0,0.8,3.2,32.81,1,telemetry
RADAR-21-na-east-human-web,T21,21,2,P28-S13,P56-S06,,21.5,0,3.6,12,399.51,2,mixed
RADAR-21-na-east-api,T21,21,2,P31-S15,P61-S10,,27.65,0,4.8,14.4,151.91,1,telemetry
RADAR-21-na-east-dns-control,T21,21,1,P40-S21,P04-S02,,9.22,0,1.2,4.8,59.44,1,telemetry
RADAR-21-na-west-human-web,T21,21,2,P37-S19,P05-S12,,18.82,0,3.15,10.5,349.57,2,mixed
RADAR-21-na-west-background-sync,T21,21,4,P43-S01,P15-S21,,13.44,0,3.15,21,156.04,3,background
RADAR-21-europe-human-web,T21,21,2,P52-S02,P46-S04,,21.15,0,3.54,11.8,392.86,2,mixed
RADAR-21-europe-api,T21,21,2,P55-S04,P51-S08,,27.19,0,4.72,14.16,149.38,1,telemetry
RADAR-21-east-asia-human-web,T21,21,2,P72-S08,P56-S10,,20.43,0,3.42,11.4,379.54,2,mixed
RADAR-21-east-asia-automated,T21,21,2,P09-S14,P71-S02,,11.67,0,2.28,9.12,292.13,4,routing
RADAR-COMPUTE-21-east-asia,T21,21,3,,,P15-S18,35.02,1,9.12,36.48,0,2,compute
RADAR-21-south-america-human-web,T21,21,2,P15-S13,P54-S09,,13.62,0,2.4,8,253.03,2,mixed
RADAR-21-south-america-api,T21,21,2,P18-S15,P59-S13,,17.51,0,3.2,9.6,96.21,1,telemetry
RADAR-21-south-america-background-sync,T21,21,4,P21-S17,P64-S18,,9.73,0,2.4,16,112.94,3,background
RADAR-21-south-america-dns-control,T21,21,1,P27-S21,P02-S05,,5.84,0,0.8,3.2,37.65,1,telemetry
RADAR-21-oceania-human-web,T21,21,2,P27-S18,P21-S22,,11.11,0,2.4,8,206.42,2,mixed
RADAR-22-na-east-human-web,T22,22,2,P29-S14,P57-S06,,18.48,0,3.6,12,336.6,2,mixed
RADAR-22-na-east-background-sync,T22,22,4,P35-S18,P67-S15,,13.2,0,3.6,24,156.82,3,background
RADAR-22-na-west-human-web,T22,22,2,P38-S20,P06-S13,,16.17,0,3.15,10.5,294.53,2,mixed
RADAR-22-na-west-api,T22,22,2,P41-S22,P11-S17,,20.79,0,4.2,12.6,116.89,1,telemetry
RADAR-22-europe-human-web,T22,22,2,P53-S03,P47-S04,,18.17,0,3.54,11.8,330.99,2,mixed
RADAR-22-europe-automated,T22,22,2,P62-S09,P62-S18,,10.38,0,2.36,9.44,263.23,4,routing
RADAR-COMPUTE-22-europe,T22,22,3,,,P68-S13,31.15,1,9.44,37.76,0,2,compute
RADAR-22-east-asia-human-web,T22,22,2,P01-S09,P57-S11,,17.56,0,3.42,11.4,319.77,2,mixed
RADAR-22-east-asia-api,T22,22,2,P04-S11,P62-S15,,22.57,0,4.56,13.68,126.9,1,telemetry
RADAR-22-east-asia-background-sync,T22,22,4,P07-S13,P67-S20,,12.54,0,3.42,22.8,148.98,3,background
RADAR-22-east-asia-dns-control,T22,22,1,P13-S17,P05-S07,,7.52,0,1.14,4.56,49.66,1,telemetry
RADAR-22-south-america-human-web,T22,22,2,P16-S14,P55-S09,,11.7,0,2.4,8,213.18,2,mixed
RADAR-22-oceania-human-web,T22,22,2,P28-S19,P22-S01,,9.55,0,2.4,8,173.91,2,mixed
RADAR-22-oceania-api,T22,22,2,P31-S21,P27-S05,,12.28,0,3.2,9.6,69.02,1,telemetry
RADAR-23-na-east-human-web,T23,23,2,P30-S14,P58-S07,,15.12,0,3.6,12,269.89,2,mixed
RADAR-23-na-east-api,T23,23,2,P33-S16,P63-S11,,19.44,0,4.8,14.4,111.78,1,telemetry
RADAR-23-na-west-human-web,T23,23,2,P39-S20,P07-S13,,13.23,0,3.15,10.5,236.16,2,mixed
RADAR-23-na-west-automated,T23,23,2,P48-S04,P22-S05,,7.56,0,2.1,8.4,194.1,4,routing
RADAR-COMPUTE-23-na-west,T23,23,3,,,P54-S08,22.68,1,8.4,33.6,0,2,compute
RADAR-23-europe-human-web,T23,23,2,P54-S03,P48-S05,,14.87,0,3.54,11.8,265.39,2,mixed
RADAR-23-europe-api,T23,23,2,P57-S05,P53-S09,,19.12,0,4.72,14.16,109.92,1,telemetry
RADAR-23-europe-background-sync,T23,23,4,P60-S07,P58-S14,,10.62,0,3.54,23.6,129.03,3,background
RADAR-23-europe-dns-control,T23,23,1,P66-S11,P68-S01,,6.37,0,1.18,4.72,43.01,1,telemetry
RADAR-23-east-asia-human-web,T23,23,2,P02-S09,P58-S11,,14.36,0,3.42,11.4,256.4,2,mixed
RADAR-23-south-america-human-web,T23,23,2,P17-S14,P56-S10,,9.58,0,2.4,8,170.93,2,mixed
RADAR-23-south-america-api,T23,23,2,P20-S16,P61-S14,,12.31,0,3.2,9.6,70.79,1,telemetry
RADAR-23-oceania-human-web,T23,23,2,P29-S19,P23-S01,,7.81,0,2.4,8,139.44,2,mixed
RADAR-23-oceania-background-sync,T23,23,4,P35-S01,P33-S10,,5.58,0,2.4,16,67.8,3,background
RADAR-23-oceania-automated,T23,23,2,P38-S03,P38-S15,,4.46,0,1.6,6.4,114.61,4,routing
RADAR-COMPUTE-23-oceania,T23,23,3,,,P44-S07,13.39,0,6.4,25.6,0,2,compute
RADAR-24-na-east-human-web,T24,24,2,P31-S15,P59-S07,,11.42,0,3.6,12,202.53,2,mixed
RADAR-24-na-east-automated,T24,24,2,P40-S21,P02-S21,,6.53,0,2.4,9.6,169.73,4,routing
RADAR-COMPUTE-24-na-east,T24,24,3,,,P46-S03,19.58,1,9.6,38.4,0,2,compute
RADAR-24-na-west-human-web,T24,24,2,P40-S21,P08-S14,,10,0,3.15,10.5,177.21,2,mixed
RADAR-24-na-west-api,T24,24,2,P43-S01,P13-S18,,12.85,0,4.2,12.6,73.9,1,telemetry
RADAR-24-na-west-background-sync,T24,24,4,P46-S03,P18-S01,,7.14,0,3.15,21,86.75,3,background
RADAR-24-na-west-dns-control,T24,24,1,P52-S07,P28-S10,,4.28,0,1.05,4.2,28.92,1,telemetry
RADAR-24-europe-human-web,T24,24,2,P55-S04,P49-S05,,11.23,0,3.54,11.8,199.16,2,mixed
RADAR-24-east-asia-human-web,T24,24,2,P03-S10,P59-S12,,10.85,0,3.42,11.4,192.4,2,mixed
RADAR-24-east-asia-api,T24,24,2,P06-S12,P64-S16,,13.95,0,4.56,13.68,80.23,1,telemetry
RADAR-24-south-america-human-web,T24,24,2,P18-S15,P57-S10,,7.24,0,2.4,8,128.27,2,mixed
RADAR-24-south-america-background-sync,T24,24,4,P24-S19,P67-S19,,5.17,0,2.4,16,62.79,3,background
RADAR-24-south-america-automated,T24,24,2,P27-S21,P72-S02,,4.13,0,1.6,6.4,107.49,4,routing
RADAR-COMPUTE-24-south-america,T24,24,3,,,P33-S03,12.4,0,6.4,25.6,0,2,compute
RADAR-24-oceania-human-web,T24,24,2,P30-S20,P24-S02,,5.9,0,2.4,8,104.64,2,mixed
RADAR-24-oceania-api,T24,24,2,P33-S22,P29-S06,,7.59,0,3.2,9.6,43.64,1,telemetry
RADAR-24-oceania-dns-control,T24,24,1,P42-S06,P44-S20,,2.53,0,0.8,3.2,17.07,1,telemetry
RADAR-25-na-east-human-web,T25,25,2,P32-S15,P60-S08,,10.08,0,3.6,12,177.48,2,mixed
RADAR-25-na-east-api,T25,25,2,P35-S17,P65-S12,,12.96,0,4.8,14.4,74.52,1,telemetry
RADAR-25-na-east-background-sync,T25,25,4,P38-S19,P70-S17,,7.2,0,3.6,24,87.48,3,background
RADAR-25-na-east-dns-control,T25,25,1,P44-S01,P08-S04,,4.32,0,1.2,4.8,29.16,1,telemetry
RADAR-25-na-west-human-web,T25,25,2,P41-S21,P09-S14,,8.82,0,3.15,10.5,155.3,2,mixed
RADAR-25-europe-human-web,T25,25,2,P56-S04,P50-S06,,9.91,0,3.54,11.8,174.52,2,mixed
RADAR-25-europe-api,T25,25,2,P59-S06,P55-S10,,12.74,0,4.72,14.16,73.28,1,telemetry
RADAR-25-east-asia-human-web,T25,25,2,P04-S10,P60-S12,,9.58,0,3.42,11.4,168.61,2,mixed
RADAR-25-east-asia-background-sync,T25,25,4,P10-S14,P70-S21,,6.84,0,3.42,22.8,83.11,3,background
RADAR-25-east-asia-automated,T25,25,2,P13-S16,P03-S04,,5.47,0,2.28,9.12,144.05,4,routing
RADAR-COMPUTE-25-east-asia,T25,25,3,,,P19-S20,16.42,1,9.12,36.48,0,2,compute
RADAR-25-south-america-human-web,T25,25,2,P19-S15,P58-S11,,6.38,0,2.4,8,112.4,2,mixed
RADAR-25-south-america-api,T25,25,2,P22-S17,P63-S15,,8.21,0,3.2,9.6,47.2,1,telemetry
RADAR-25-south-america-dns-control,T25,25,1,P31-S01,P06-S07,,2.74,0,0.8,3.2,18.47,1,telemetry
RADAR-25-oceania-human-web,T25,25,2,P31-S20,P25-S02,,5.21,0,2.4,8,91.7,2,mixed
RADAR-26-na-east-human-web,T26,26,2,P33-S16,P61-S08,,9.41,0,3.6,12,164.51,2,mixed
RADAR-26-na-west-human-web,T26,26,2,P42-S22,P10-S15,,8.23,0,3.15,10.5,143.94,2,mixed
RADAR-26-na-west-api,T26,26,2,P45-S02,P15-S19,,10.58,0,4.2,12.6,61.53,1,telemetry
RADAR-26-europe-human-web,T26,26,2,P57-S05,P51-S06,,9.25,0,3.54,11.8,161.76,2,mixed
RADAR-26-europe-background-sync,T26,26,4,P63-S09,P61-S15,,6.61,0,3.54,23.6,81.18,3,background
RADAR-26-europe-automated,T26,26,2,P66-S11,P66-S20,,5.29,0,2.36,9.44,139.16,4,routing
RADAR-COMPUTE-26-europe,T26,26,3,,,P72-S15,15.86,1,9.44,37.76,0,2,compute
RADAR-26-east-asia-human-web,T26,26,2,P05-S11,P61-S13,,8.94,0,3.42,11.4,156.28,2,mixed
RADAR-26-east-asia-api,T26,26,2,P08-S13,P66-S17,,11.49,0,4.56,13.68,66.81,1,telemetry
RADAR-26-east-asia-dns-control,T26,26,1,P17-S19,P09-S09,,3.83,0,1.14,4.56,26.14,1,telemetry
RADAR-26-south-america-human-web,T26,26,2,P20-S16,P59-S11,,5.96,0,2.4,8,104.19,2,mixed
RADAR-26-oceania-human-web,T26,26,2,P32-S21,P26-S03,,4.86,0,2.4,8,84.99,2,mixed
RADAR-26-oceania-api,T26,26,2,P35-S01,P31-S07,,6.25,0,3.2,9.6,36.33,1,telemetry
RADAR-26-oceania-background-sync,T26,26,4,P38-S03,P36-S12,,3.47,0,2.4,16,42.65,3,background
RADAR-27-na-east-human-web,T27,27,2,P34-S16,P62-S09,,9.24,0,3.6,12,160.45,2,mixed
RADAR-27-na-east-api,T27,27,2,P37-S18,P67-S13,,11.88,0,4.8,14.4,69.07,1,telemetry
RADAR-27-na-west-human-web,T27,27,2,P43-S22,P11-S15,,8.09,0,3.15,10.5,140.39,2,mixed
RADAR-27-na-west-background-sync,T27,27,4,P49-S04,P21-S02,,5.78,0,3.15,21,70.95,3,background
RADAR-27-na-west-automated,T27,27,2,P52-S06,P26-S07,,4.62,0,2.1,8.4,123.12,4,routing
RADAR-COMPUTE-27-na-west,T27,27,3,,,P58-S10,13.86,1,8.4,33.6,0,2,compute
RADAR-27-europe-human-web,T27,27,2,P58-S05,P52-S07,,9.09,0,3.54,11.8,157.77,2,mixed
RADAR-27-europe-api,T27,27,2,P61-S07,P57-S11,,11.68,0,4.72,14.16,67.92,1,telemetry
RADAR-27-europe-dns-control,T27,27,1,P70-S13,P72-S03,,3.89,0,1.18,4.72,26.58,1,telemetry
RADAR-27-east-asia-human-web,T27,27,2,P06-S11,P62-S13,,8.78,0,3.42,11.4,152.42,2,mixed
RADAR-27-south-america-human-web,T27,27,2,P21-S16,P60-S12,,5.85,0,2.4,8,101.62,2,mixed
RADAR-27-south-america-api,T27,27,2,P24-S18,P65-S16,,7.52,0,3.2,9.6,43.74,1,telemetry
RADAR-27-south-america-background-sync,T27,27,4,P27-S20,P70-S21,,4.18,0,2.4,16,51.35,3,background
RADAR-27-oceania-human-web,T27,27,2,P33-S21,P27-S03,,4.77,0,2.4,8,82.9,2,mixed
RADAR-27-oceania-automated,T27,27,2,P42-S05,P42-S17,,2.73,0,1.6,6.4,72.7,4,routing
RADAR-COMPUTE-27-oceania,T27,27,3,,,P48-S09,8.18,0,6.4,25.6,0,2,compute
RADAR-28-na-east-human-web,T28,28,2,P35-S17,P63-S09,,9.91,0,3.6,12,173.32,2,mixed
RADAR-28-na-east-background-sync,T28,28,4,P41-S21,P01-S18,,7.08,0,3.6,24,86.98,3,background
RADAR-28-na-east-automated,T28,28,2,P44-S01,P06-S01,,5.66,0,2.4,9.6,149.1,4,routing
RADAR-COMPUTE-28-na-east,T28,28,3,,,P50-S05,16.99,1,9.6,38.4,0,2,compute
RADAR-28-na-west-human-web,T28,28,2,P44-S01,P12-S16,,8.67,0,3.15,10.5,151.65,2,mixed
RADAR-28-na-west-api,T28,28,2,P47-S03,P17-S20,,11.15,0,4.2,12.6,64.83,1,telemetry
RADAR-28-na-west-dns-control,T28,28,1,P56-S09,P32-S12,,3.72,0,1.05,4.2,25.37,1,telemetry
RADAR-28-europe-human-web,T28,28,2,P59-S06,P53-S07,,9.75,0,3.54,11.8,170.43,2,mixed
RADAR-28-east-asia-human-web,T28,28,2,P07-S12,P63-S14,,9.42,0,3.42,11.4,164.65,2,mixed
RADAR-28-east-asia-api,T28,28,2,P10-S14,P68-S18,,12.11,0,4.56,13.68,70.39,1,telemetry
RADAR-28-east-asia-background-sync,T28,28,4,P13-S16,P01-S01,,6.73,0,3.42,22.8,82.63,3,background
RADAR-28-south-america-human-web,T28,28,2,P22-S17,P61-S12,,6.28,0,2.4,8,109.77,2,mixed
RADAR-28-south-america-automated,T28,28,2,P31-S01,P04-S04,,3.59,0,1.6,6.4,94.43,4,routing
RADAR-COMPUTE-28-south-america,T28,28,3,,,P37-S05,10.76,0,6.4,25.6,0,2,compute
RADAR-28-oceania-human-web,T28,28,2,P34-S22,P28-S04,,5.12,0,2.4,8,89.55,2,mixed
RADAR-28-oceania-api,T28,28,2,P37-S02,P33-S08,,6.58,0,3.2,9.6,38.28,1,telemetry
RADAR-28-oceania-dns-control,T28,28,1,P46-S08,P48-S22,,2.19,0,0.8,3.2,14.98,1,telemetry
RADAR-29-na-east-human-web,T29,29,2,P36-S17,P64-S10,,11.26,0,3.6,12,199.55,2,mixed
RADAR-29-na-east-api,T29,29,2,P39-S19,P69-S14,,14.47,0,4.8,14.4,83.21,1,telemetry
RADAR-29-na-east-dns-control,T29,29,1,P48-S03,P12-S06,,4.82,0,1.2,4.8,32.56,1,telemetry
RADAR-29-na-west-human-web,T29,29,2,P45-S01,P13-S16,,9.85,0,3.15,10.5,174.61,2,mixed
RADAR-29-europe-human-web,T29,29,2,P60-S06,P54-S08,,11.07,0,3.54,11.8,196.23,2,mixed
RADAR-29-europe-api,T29,29,2,P63-S08,P59-S12,,14.23,0,4.72,14.16,81.83,1,telemetry
RADAR-29-europe-background-sync,T29,29,4,P66-S10,P64-S17,,7.91,0,3.54,23.6,96.06,3,background
RADAR-29-east-asia-human-web,T29,29,2,P08-S12,P64-S14,,10.69,0,3.42,11.4,189.58,2,mixed
RADAR-29-east-asia-automated,T29,29,2,P17-S18,P07-S06,,6.11,0,2.28,9.12,158.87,4,routing
RADAR-COMPUTE-29-east-asia,T29,29,3,,,P23-S22,18.33,1,9.12,36.48,0,2,compute
RADAR-29-south-america-human-web,T29,29,2,P23-S17,P62-S13,,7.13,0,2.4,8,126.38,2,mixed
RADAR-29-south-america-api,T29,29,2,P26-S19,P67-S17,,9.17,0,3.2,9.6,52.7,1,telemetry
RADAR-29-south-america-dns-control,T29,29,1,P35-S03,P10-S09,,3.06,0,0.8,3.2,20.62,1,telemetry
RADAR-29-oceania-human-web,T29,29,2,P35-S22,P29-S04,,5.82,0,2.4,8,103.1,2,mixed
RADAR-29-oceania-background-sync,T29,29,4,P41-S04,P39-S13,,4.15,0,2.4,16,50.47,3,background
RADAR-30-na-east-human-web,T30,30,2,P37-S18,P65-S10,,13.27,0,3.6,12,240.13,2,mixed
RADAR-30-na-west-human-web,T30,30,2,P46-S02,P14-S17,,11.61,0,3.15,10.5,210.11,2,mixed
RADAR-30-na-west-api,T30,30,2,P49-S04,P19-S21,,14.93,0,4.2,12.6,83.95,1,telemetry
RADAR-30-na-west-background-sync,T30,30,4,P52-S06,P24-S04,,8.3,0,3.15,21,98.54,3,background
RADAR-30-europe-human-web,T30,30,2,P61-S07,P55-S08,,13.05,0,3.54,11.8,236.13,2,mixed
RADAR-30-europe-automated,T30,30,2,P70-S13,P70-S22,,7.46,0,2.36,9.44,191.47,4,routing
RADAR-COMPUTE-30-europe,T30,30,3,,,P04-S17,22.37,1,9.44,37.76,0,2,compute
RADAR-30-east-asia-human-web,T30,30,2,P09-S13,P65-S15,,12.61,0,3.42,11.4,228.12,2,mixed
RADAR-30-east-asia-api,T30,30,2,P12-S15,P70-S19,,16.21,0,4.56,13.68,91.14,1,telemetry
RADAR-30-east-asia-dns-control,T30,30,1,P21-S21,P13-S11,,5.4,0,1.14,4.56,35.66,1,telemetry
RADAR-30-south-america-human-web,T30,30,2,P24-S18,P63-S13,,8.41,0,2.4,8,152.08,2,mixed
